N,P,K,pH,Rain,Temp,Humid,Crop,Fertilizer,Fertilizer_class
85,55,45,7.0,1000.0,25.0,71.23644952455506,Rice,50:26:26 NPK,16
120,65,65,7.5,1000.0,35.0,59.60922837534085,Cotton,12:32:16 NPK,7
90,55,125,7.0,700.0,20.0,70.57070998483692,Grapes,Ferrous Sulphate,8
135,65,85,7.0,800.0,25.0,75.01138976334394,Sugarcane,DAP,0
13,57,25,6.86308576,50.47333854,28.30041493,86.20681554,MungBean,SSP,1
89,9,47,6.668382766,28.75226067,29.47156259,90.77069618,Muskmelon,Urea,2
150,75,125,7.5,1200.0,20.0,77.93146082903627,Sugarcane,Urea,2
100,50,60,6.0,1000.0,25.0,47.45390510722914,Rice,Urea,2
22,67,22,7.475926645,54.9393771,29.03017561,64.49166566,Lentil,Chilated Micronutrient,11
50,40,30,7.0,300.0,30.0,78.84138076608971,Soybean,Urea,2
125,75,100,6.5,700.0,30.0,59.62966425497668,Sugarcane,Urea,2
40,40,20,6.0,700.0,15.0,70.09293444072536,Gram,DAP,0
30,122,197,5.573241391,106.1417017,21.37784654,92.72043743,Apple,Ferrous Sulphate,8
125,55,50,6.0,800.0,25.0,79.2593464630298,Cotton,DAP,0
22,60,18,6.74398035,41.7704893,19.59221047,61.28633405,Lentil,Chilated Micronutrient,11
78,48,22,5.588650585,70.43473609,23.08974909,63.10459626,Maize,Urea,2
75,40,60,6.0,900.0,20.0,79.35549455993714,Wheat,Urea,2
85,89,51,6.158164422,108.5501443,29.21144871,84.70189923,Banana,19:19:19 NPK,6
115,25,45,7.5,1000.0,30.0,67.33925720857206,Cotton,DAP,0
90,55,140,6.0,700.0,30.0,47.58948169779879,Grapes,10:10:10 NPK,9
50,55,50,7.5,900.0,25.0,43.55044358394272,Turmeric,Ferrous Sulphate,8
70,55,60,6.0,500.0,15.0,48.46864244236332,Wheat,Urea,2
145,75,60,7.0,500.0,30.0,54.740046933061095,Maize,SSP,1
34,35,21,6.684381357,58.18713162,28.44524991,82.67639542,MungBean,SSP,1
95,60,120,6.5,800.0,20.0,65.46302951990393,Grapes,10:10:10 NPK,9
34,29,8,6.450640306,105.3437825,31.87859192,91.15248149,Orange,MOP,3
115,65,70,7.5,500.0,15.0,63.50937139128804,Cotton,DAP,0
120,55,55,7.5,1300.0,25.0,44.965016950536956,Rice,Urea,2
92,35,40,6.357389366,200.0882787,22.17931888,80.33127223,Rice,19:19:19 NPK,6
145,70,140,7.5,1200.0,20.0,79.97047298582244,Sugarcane,MOP,3
60,50,40,6.5,900.0,30.0,77.5769147708056,Jowar,10:26:26 NPK,4
145,70,65,7.5,1100.0,30.0,44.61882921797534,Sugarcane,MOP,3
91,94,46,6.149934034,92.82840911,29.36792366,76.24900101,Banana,19:19:19 NPK,6
120,87,52,5.905494703,118.9923573,28.0764455,76.05522115,Banana,SSP,1
12,20,10,6.528354932,109.4711098,24.45132792,93.10527686,Orange,MOP,3
84,36,28,6.119892347,140.6305213,26.7350622,55.55164819,Coffee,SSP,1
90,45,130,7.0,700.0,20.0,63.603781561857176,Grapes,10:10:10 NPK,9
33,47,17,8.621514073,63.9187654,24.86803974,48.27531965,MothBeans,DAP,0
90,40,39,6.626503893,191.9649389,25.72668885,81.86171563,Jute,Urea,2
140,75,60,7.0,500.0,30.0,60.60427083135363,Maize,SSP,1
120,45,60,6.0,800.0,15.0,43.74050050885517,Wheat,Urea,2
39,77,21,4.603563116,159.689339,22.99774444,60.24218572,PigeonPeas,MOP,3
84,55,38,6.956682743,173.1017097,26.8748389,79.78725152,Jute,Urea,2
110,55,60,6.0,800.0,35.0,36.85512359832255,Rice,50:26:26 NPK,16
95,40,120,6.0,700.0,20.0,68.87651457012686,Grapes,Ferrous Sulphate,8
80,60,55,6.0,500.0,15.0,42.581592636077275,Wheat,19:19:19 NPK,6
140,65,55,6.0,600.0,30.0,63.43586299413092,Maize,Urea,2
135,65,60,7.0,1000.0,25.0,74.29769415840701,Sugarcane,MOP,3
60,30,40,6.5,600.0,30.0,66.59925659150761,Groundnut,SSP,1
55,78,21,6.602888249,63.57445989,33.39438752,62.93692886,Blackgram,Urea,2
30,17,31,6.804437106,94.62954663,31.20478173,54.49960506,Mango,Urea,2
60,40,65,6.5,1000.0,25.0,44.31807137834803,Ginger,Ammonium Sulphate,14
19,120,195,5.931538447,73.55807954,18.73932187,81.12109244,Grapes,Urea,2
100,45,70,7.0,900.0,30.0,46.2592955679938,Cotton,13:32:26 NPK,18
105,45,50,7.0,800.0,15.0,78.65819074961473,Wheat,Urea,2
30,30,50,6.5,1700.0,30.0,75.795965112167,Turmeric,Urea,2
105,45,60,6.0,1000.0,35.0,54.86720052976478,Cotton,Magnesium Sulphate,5
140,80,45,7.0,700.0,30.0,50.2906629850487,Maize,MOP,3
105,55,60,6.0,800.0,25.0,43.53661504622661,Wheat,Urea,2
80,45,55,7.5,600.0,30.0,64.00422535670523,Wheat,19:19:19 NPK,6
135,65,125,6.5,1000.0,25.0,79.8239251507456,Sugarcane,Urea,2
135,50,60,7.0,1000.0,35.0,58.56277055490139,Cotton,DAP,0
38,56,25,7.88118645,67.43488235,25.74095321,45.38497051,MothBeans,SSP,1
31,144,202,5.870600622,68.23963161,11.02105378,80.55557235,Grapes,DAP,0
99,57,35,5.960370061,272.2999056,26.75754171,81.17734011,Rice,Urea,2
40,9,41,5.78270695,106.128338,24.37766782,85.4017118,Pomegranate,10:26:26 NPK,4
135,60,130,7.0,900.0,30.0,46.53153843266343,Sugarcane,MOP,3
60,35,35,7.5,400.0,25.0,79.73674425654228,Jowar,10:26:26 NPK,4
130,60,60,6.0,1000.0,35.0,42.24064313853812,Cotton,13:32:26 NPK,18
115,60,40,6.0,500.0,15.0,62.27398314289106,Wheat,19:19:19 NPK,6
75,40,40,6.0,500.0,15.0,77.82094683584691,Wheat,19:19:19 NPK,6
29,122,196,5.638328481,73.06862952,41.94865736,81.15595212,Grapes,Magnesium Sulphate,5
120,60,100,6.5,700.0,30.0,70.12897055977014,Sugarcane,Urea,2
40,55,30,7.0,800.0,35.0,43.550380061463386,Tur,MOP,3
120,80,55,7.5,500.0,20.0,52.63319706299407,Maize,SSP,1
93,22,52,6.932739726,41.87540028,26.58740671,81.32563243,Watermelon,Magnesium Sulphate,5
50,50,45,7.0,1000.0,20.0,60.44141136694161,Turmeric,Ferrous Sulphate,8
116,36,25,6.172090205,156.6810374,27.57847581,58.52534263,Coffee,SSP,1
105,60,50,6.5,900.0,40.0,53.51649368710274,Rice,50:26:26 NPK,16
3,72,24,6.03160778,122.6539694,36.51268371,57.92887167,PigeonPeas,SSP,1
39,69,53,6.964955435,241.8202079,25.9300384,93.02357765,Papaya,19:19:19 NPK,6
45,30,20,6.0,300.0,20.0,72.68081132933226,Soybean,Urea,2
25,25,40,6.5,600.0,30.0,69.9167748347532,Jowar,10:26:26 NPK,4
25,15,10,6.5,700.0,30.0,70.17194947778546,Moong,MOP,3
115,20,45,6.0,700.0,25.0,72.56396943116962,Cotton,Magnesium Sulphate,5
20,10,5,6.0,600.0,25.0,79.94753765655446,Moong,MOP,3
105,55,55,7.5,900.0,15.0,55.545169698802454,Wheat,19:19:19 NPK,6
25,50,20,7.0,800.0,35.0,55.93317956964849,Gram,MOP,3
7,63,24,5.858617867,107.7315386,22.95458237,24.03553105,KidneyBeans,SSP,1
125,40,60,7.0,1000.0,35.0,59.777251363129416,Cotton,DAP,0
95,55,45,7.0,1000.0,25.0,54.13914150350409,Rice,50:26:26 NPK,16
25,30,20,6.0,500.0,25.0,56.28350739257918,Groundnut,Chilated Micronutrient,11
80,40,55,7.5,1300.0,25.0,67.7864950365283,Rice,50:26:26 NPK,16
99,56,17,6.234330356,71.07562236,24.10859207,73.13112261,Maize,Urea,2
120,65,45,6.5,900.0,30.0,81.51761665235001,Cotton,12:32:16 NPK,7
38,68,54,6.739170045,202.0572747,29.33710543,90.81781439,Papaya,Urea,2
59,62,83,8.104396058,72.94940441,18.57665902,19.22008229,ChickPea,DAP,0
94,50,19,5.873242491,97.59081274,23.30355338,73.62548442,Maize,Urea,2
140,38,15,6.021439523,69.91563467,24.1472953,75.88298598,Cotton,Urea,2
75,38,39,6.215109715,283.9338466,23.44676801,84.79352417,Rice,Urea,2
60,40,20,6.5,400.0,25.0,60.34493653750421,Jowar,Urea,2
42,74,83,7.545258424,65.78042032,19.2582557,14.2804191,ChickPea,12:32:16 NPK,7
140,60,75,6.5,1000.0,35.0,48.95191557612427,Sugarcane,MOP,3
43,50,48,6.63016515,179.2720807,28.28222883,91.37059792,Papaya,Urea,2
100,55,60,6.0,1200.0,35.0,28.758970442895652,Rice,50:26:26 NPK,16
145,70,45,7.0,600.0,25.0,53.876471041316805,Maize,SSP,1
115,55,65,7.5,800.0,25.0,71.61255417807696,Cotton,DAP,0
115,55,40,6.5,600.0,20.0,67.33969604885897,Wheat,Urea,2
80,60,45,6.0,800.0,25.0,73.72187136004884,Jowar,Urea,2
60,25,25,6.5,500.0,30.0,71.51375283996018,Jowar,10:26:26 NPK,4
30,30,30,5.5,800.0,30.0,65.43295021551418,Rice,50:26:26 NPK,16
60,40,45,6.0,900.0,20.0,75.15454731304143,Wheat,Urea,2
65,40,45,6.5,600.0,20.0,78.38079573735413,Wheat,Urea,2
70,50,60,6.0,800.0,25.0,75.29590195765653,Jowar,SSP,1
70,45,60,6.0,600.0,20.0,45.3317965445455,Wheat,Urea,2
105,80,60,6.0,900.0,20.0,68.75485968278973,Wheat,19:19:19 NPK,6
55,30,30,6.5,600.0,20.0,68.44793145365277,Jowar,SSP,1
105,45,55,7.5,1000.0,25.0,56.340952179731744,Wheat,Urea,2
140,75,70,8.0,1200.0,35.0,35.4010411780885,Sugarcane,MOP,3
27,24,41,6.610251186,110.4606459,24.32770134,90.88292835,Pomegranate,10:26:26 NPK,4
125,70,55,6.5,600.0,25.0,52.05404691336946,Maize,SSP,1
150,80,130,6.0,1000.0,35.0,45.48217347605784,Sugarcane,MOP,3
120,55,50,7.5,1000.0,25.0,50.643478823055055,Wheat,Urea,2
44,77,21,7.326980454,61.83876146,32.63918668,61.3009051,Blackgram,Urea,2
93,81,50,6.036079266,102.2099836,27.71822477,76.57853189,Banana,Urea,2
30,50,30,7.0,900.0,15.0,54.05801681808434,Gram,DAP,0
80,50,40,6.5,600.0,20.0,61.684640417145175,Wheat,Urea,2
115,60,60,6.0,1400.0,30.0,58.277769618845454,Rice,Urea,2
145,65,145,7.0,1000.0,25.0,69.41724561668138,Sugarcane,DAP,0
150,65,50,7.0,500.0,20.0,80.30265585493628,Maize,SSP,1
21,18,0,6.715267006425881,819.1890095280302,30.0,60.0,Millets,28-28,23
70,55,45,7.0,500.0,15.0,44.744580152016034,Wheat,Urea,2
60,55,55,7.5,600.0,30.0,51.38881992455261,Wheat,19:19:19 NPK,6
83,79,55,5.565028635,98.66679427,25.14748006,83.34688193,Banana,Urea,2
63,41,45,7.121933579,196.6249511,25.29781791,86.8870535,Jute,Urea,2
130,85,145,7.0,1000.0,25.0,72.57718779279838,Sugarcane,Urea,2
90,55,55,7.5,1300.0,25.0,79.41238489074763,Rice,Urea,2
81,41,38,7.524080076,200.9133156,22.67846116,83.72874389,Rice,Urea,2
38,61,21,4.696518678,127.7767134,30.27374995,67.38680755,PigeonPeas,Urea,2
120,40,50,7.0,900.0,20.0,74.39759481097559,Wheat,Urea,2
30,40,30,7.0,900.0,35.0,56.55064763342659,Urad,Urea,2
60,30,40,6.0,400.0,25.0,50.17859742597085,Jowar,SSP,1
120,65,50,7.0,500.0,20.0,56.01050928467387,Maize,SSP,1
135,75,75,8.0,1000.0,35.0,43.33036750089858,Sugarcane,Urea,2
35,57,25,8.340398059,71.1271039,27.0956288,42.26206161,MothBeans,SSP,1
120,80,45,7.0,700.0,30.0,48.118107144295315,Maize,MOP,3
75,40,60,6.0,800.0,25.0,67.427014719935,Jowar,Urea,2
60,55,50,7.5,900.0,30.0,45.58734576632135,Jowar,Urea,2
8,26,36,6.804781106,102.5184759,18.78359608,87.4024767,Pomegranate,Urea,2
36,144,196,6.496934492,115.3611268,23.65167552,94.50528753,Apple,Ferrous Sulphate,8
50,25,30,7.0,500.0,30.0,76.85712118737332,Moong,Urea,2
80,60,60,7.5,800.0,15.0,79.82133822404678,Wheat,Urea,2
135,70,65,7.5,1100.0,30.0,48.211106717673765,Sugarcane,MOP,3
20,35,25,6.5,600.0,30.0,73.14427952599594,Groundnut,Chilated Micronutrient,11
80,77,49,5.519088423,113.2297373,26.05433004,79.39654531,Banana,Urea,2
35,25,20,6.5,500.0,30.0,80.9647381080555,Tur,MOP,3
120,75,150,6.0,900.0,20.0,76.41835162191742,Sugarcane,Urea,2
30,25,45,6.0,1600.0,25.0,43.07844768959998,Turmeric,Urea,2
20,40,25,6.5,600.0,30.0,42.915974173594904,Groundnut,SSP,1
27,120,200,6.110218826,116.7036582,21.45278675,90.74531921,Apple,Urea,2
32,55,52,6.9677596,159.6577388,37.58899717,91.99740365,Papaya,Urea,2
65,50,60,6.0,500.0,15.0,42.82336398828069,Wheat,19:19:19 NPK,6
7,77,18,6.655918078,191.0895109,20.5591255,60.54880693,PigeonPeas,Chilated Micronutrient,11
120,80,55,6.5,800.0,25.0,47.47134197357388,Cotton,12:32:16 NPK,7
40,40,30,7.0,800.0,35.0,45.04033904266795,Tur,MOP,3
100,55,105,7.0,1100.0,25.0,57.483379584545084,Sugarcane,Urea,2
32,76,15,7.604110177,43.35795377,28.05153602,63.49802189,Lentil,Chilated Micronutrient,11
60,60,45,7.0,500.0,25.0,53.154469909831356,Wheat,19:19:19 NPK,6
55,35,30,6.5,800.0,30.0,77.33481772510105,Jowar,SSP,1
82,40,40,6.271478838,298.5601175,23.83067496,84.81360127,Rice,Urea,2
120,60,55,6.0,1000.0,20.0,70.15876165972203,Rice,Urea,2
150,50,75,7.5,1000.0,35.0,43.285041832813775,Cotton,13:32:26 NPK,18
150,60,40,5.5,500.0,20.0,78.18086314480234,Maize,MOP,3
145,65,40,6.5,500.0,20.0,51.877114297490266,Maize,SSP,1
120,70,45,7.0,600.0,25.0,73.7900772693697,Maize,SSP,1
140,80,95,6.5,700.0,20.0,67.25721294960168,Sugarcane,Urea,2
105,75,80,8.5,500.0,25.0,62.76038554887313,Cotton,DAP,0
100,60,105,7.5,1500.0,25.0,62.96785519137322,Sugarcane,DAP,0
25,25,50,6.0,1600.0,25.0,63.51380814684801,Turmeric,Ferrous Sulphate,8
45,20,20,6.5,400.0,25.0,71.47308977794853,Moong,MOP,3
25,21,11,6.460044778,104.7052254,32.23797837,90.15406807,Orange,MOP,3
108,23,51,6.106500787,40.228644,26.84366082,83.85039964,Watermelon,Magnesium Sulphate,5
54,61,77,6.206582193,77.5429424,18.81198127,15.21618225,ChickPea,Urea,2
95,55,135,7.5,800.0,20.0,59.062281606578075,Grapes,Ferrous Sulphate,8
110,40,55,7.5,800.0,15.0,44.77887972299314,Wheat,19:19:19 NPK,6
80,52,39,7.165696848,197.2101782,26.41915161,76.85691248,Jute,Urea,2
145,75,40,6.5,600.0,25.0,61.71353054593933,Maize,MOP,3
82,26,47,6.565312653,24.20007242,28.50416396,93.46806467,Muskmelon,10:26:26 NPK,4
109,31,27,6.973839707,164.4971875,23.05951896,50.40609436,Coffee,Urea,2
108,33,31,7.393825704,144.6576424,23.69287069,66.76090123,Coffee,SSP,1
105,50,60,6.0,1000.0,25.0,62.80833731059861,Rice,Urea,2
80,50,45,7.0,600.0,20.0,66.31382984976733,Wheat,19:19:19 NPK,6
140,60,50,7.0,600.0,25.0,55.73532052789753,Maize,MOP,3
25,50,40,7.0,600.0,25.0,70.85067013842152,Groundnut,Chilated Micronutrient,11
35,30,25,7.0,600.0,35.0,27.45813897034934,Tur,MOP,3
20,40,20,7.0,900.0,30.0,72.62624269798661,Tur,MOP,3
39,127,202,6.477768039,71.60102999,15.3246651,81.67215994,Grapes,DAP,0
120,60,45,7.0,700.0,25.0,61.14001986986072,Wheat,Urea,2
25,45,20,6.5,900.0,30.0,58.48233259965853,Groundnut,Chilated Micronutrient,11
25,35,20,8.923095695,71.90018566,28.90245417,43.35365671,MothBeans,SSP,1
105,50,55,5.5,700.0,40.0,70.75303866760864,Rice,50:26:26 NPK,16
60,45,45,6.5,600.0,20.0,47.84259012356415,Wheat,19:19:19 NPK,6
150,80,40,6.5,500.0,20.0,60.286866600976886,Maize,SSP,1
90,50,55,7.5,1100.0,30.0,66.7815817203147,Rice,50:26:26 NPK,16
17,57,20,3.793575185,66.1761456,28.50677929,45.20094476,MothBeans,SSP,1
115,60,50,7.5,900.0,15.0,73.47929639422748,Wheat,19:19:19 NPK,6
67,41,40,7.333143205,152.6194403,25.848795,87.81661683,Jute,Urea,2
23,23,27,5.161148592,97.31258083,34.72413192,51.4271781,Mango,SSP,1
27,64,15,5.514927264,138.2362122,20.16080524,24.84207559,KidneyBeans,Urea,2
95,60,100,7.5,1200.0,20.0,77.10341759579883,Sugarcane,MOP,3
69,57,35,6.186814392,186.2337571,24.30748599,78.54340987,Jute,Urea,2
115,50,45,7.0,1400.0,30.0,73.9050369050848,Rice,Urea,2
130,75,135,6.5,1300.0,35.0,22.02920962632308,Sugarcane,MOP,3
105,70,50,7.0,700.0,25.0,72.92570714290358,Wheat,19:19:19 NPK,6
70,35,25,7.0,500.0,30.0,63.09611634348321,Urad,Urea,2
120,40,55,7.5,900.0,30.0,48.454304684566026,Cotton,Magnesium Sulphate,5
60,60,50,7.5,900.0,30.0,58.568954681664934,Jowar,10:26:26 NPK,4
105,60,40,6.0,500.0,15.0,75.18746938296661,Wheat,19:19:19 NPK,6
85,40,45,6.0,900.0,20.0,71.99016786840089,Wheat,Urea,2
105,55,50,7.5,900.0,15.0,45.73894630664099,Wheat,19:19:19 NPK,6
61,41,35,6.842966479,195.7571622,24.97178693,79.47557931,Jute,Urea,2
13,144,204,6.092241627,68.38135469,30.7280404,82.42614055,Grapes,Magnesium Sulphate,5
65,60,45,6.0,800.0,25.0,69.35480239507899,Jowar,Urea,2
22,55,20,7.423530351,61.16350463,33.95309131,69.96100028,Blackgram,Chilated Micronutrient,11
2,123,198,6.253034534,70.39906054,39.64851881,82.21079946,Grapes,DAP,0
107,31,31,6.766184468,153.1201644,23.17124551,52.97841162,Coffee,Urea,2
85,33,25,6.910823945,189.0944824,26.20811417,52.50987966,Coffee,SSP,1
100,80,45,7.0,700.0,25.0,75.93634017394709,Wheat,19:19:19 NPK,6
55,60,75,5.5,900.0,20.0,58.605681215424326,Ginger,Ammonium Sulphate,14
28,145,202,6.484323189,66.83113717,19.2077707,82.9042841,Grapes,12:32:16 NPK,7
90,55,60,6.0,1200.0,35.0,35.87140851922158,Rice,50:26:26 NPK,16
60,55,55,7.0,700.0,25.0,47.16437396019046,Wheat,19:19:19 NPK,6
130,40,70,6.0,900.0,30.0,45.52879708936649,Cotton,Magnesium Sulphate,5
85,60,45,7.0,900.0,20.0,55.2694614440841,Wheat,Urea,2
100,60,75,7.5,600.0,10.0,59.318961566879494,Cotton,Magnesium Sulphate,5
100,60,40,6.5,800.0,15.0,63.94131997181718,Wheat,19:19:19 NPK,6
115,60,55,6.0,1000.0,20.0,61.948682889633474,Rice,Urea,2
45,35,25,6.5,400.0,25.0,56.65415337337372,Soybean,Urea,2
150,60,130,7.0,900.0,30.0,57.40483556099142,Sugarcane,MOP,3
75,50,45,7.0,500.0,25.0,66.49094901901375,Wheat,19:19:19 NPK,6
16,143,197,5.90402645,116.9256766,22.61711614,93.51978375,Apple,Ferrous Sulphate,8
26,135,203,5.685102769,74.53557341,33.78372897,81.16314317,Grapes,Magnesium Sulphate,5
125,80,100,6.5,700.0,25.0,57.07766931985782,Sugarcane,DAP,0
110,40,55,7.5,900.0,25.0,56.30308449899567,Wheat,Urea,2
50,45,75,6.5,1000.0,35.0,52.37838781454448,Ginger,DAP,0
95,30,52,6.640470863,26.0365768,29.48069921,90.33698678,Muskmelon,12:32:16 NPK,7
40,50,25,6.5,700.0,30.0,81.09019470877804,Tur,MOP,3
63,58,47,6.864143752,144.6656444,26.83054058,90.75379971,Papaya,19:19:19 NPK,6
40,40,25,7.5,700.0,20.0,78.84727640111916,Gram,MOP,3
105,80,75,7.5,500.0,30.0,68.74036317355832,Cotton,DAP,0
12,61,19,5.655726817,68.51253427,19.33162606,24.13995025,KidneyBeans,Urea,2
20,30,30,6.0,800.0,20.0,47.043284452811186,Urad,DAP,0
17,73,18,5.632353113,197.3752649,19.50112224,34.51086611,PigeonPeas,Urea,2
39,139,201,5.539980812,68.68895899,41.18664903,81.01783402,Grapes,Urea,2
36,56,83,7.4526709,69.09512477,18.89780215,19.76182946,ChickPea,Ammonium Sulphate,14
7,141,195,5.514253142,104.9116663,23.8812458,93.45067555,Apple,Ferrous Sulphate,8
40,18,43,5.767372539,109.9130984,19.38603815,86.79058496,Pomegranate,SSP,1
100,80,45,7.5,900.0,30.0,69.38155671160911,Cotton,DAP,0
135,70,40,6.5,600.0,30.0,80.19179608340878,Maize,MOP,3
105,65,80,8.0,500.0,15.0,76.73438744005821,Cotton,Magnesium Sulphate,5
100,55,135,7.5,800.0,20.0,48.489616063148155,Grapes,Ferrous Sulphate,8
145,80,40,6.5,500.0,20.0,53.79207016748401,Maize,SSP,1
23,70,15,7.403623355,60.41790253,34.6008247,63.11296779,Blackgram,Chilated Micronutrient,11
25,45,20,6.5,600.0,30.0,55.560425501198225,Groundnut,Chilated Micronutrient,11
117,86,48,6.225225239,116.1616839,28.6956201,82.54195839,Banana,19:19:19 NPK,6
45,40,25,7.0,600.0,35.0,53.34566801802529,Jowar,SSP,1
37,62,22,7.397546271,49.78102578,24.02037872,61.62313345,Lentil,Urea,2
17,57,21,5.789214289,60.91974792,19.88394011,20.31564139,KidneyBeans,Urea,2
37,77,17,5.617122801,191.0658531,36.20970524,31.94550613,PigeonPeas,SSP,1
90,55,100,7.0,1400.0,20.0,53.3837120013089,Sugarcane,DAP,0
140,80,75,8.5,1000.0,20.0,51.882801872905816,Sugarcane,MOP,3
111,6,53,6.313512999,46.06382209,26.4930645,88.59143088,Watermelon,Magnesium Sulphate,5
110,45,50,7.0,800.0,15.0,72.02526664819179,Wheat,Urea,2
89,83,47,5.63127166,109.5408614,28.09577643,77.79586769,Banana,19:19:19 NPK,6
60,55,80,6.5,900.0,20.0,49.914595136642724,Ginger,Ammonium Sulphate,14
60,55,40,6.5,600.0,20.0,76.37141399838235,Wheat,19:19:19 NPK,6
90,45,55,7.5,1500.0,35.0,35.91931758355324,Rice,Urea,2
8,127,196,5.833302165,70.95666003,27.02766138,83.17093908,Grapes,Ferrous Sulphate,8
40,30,20,7.5,600.0,35.0,46.91585638366438,Moong,Urea,2
4,6,7,6.708889665,112.6738296,23.01014302,91.11764246,Orange,MOP,3
125,65,55,7.5,700.0,30.0,57.523818251013374,Maize,MOP,3
50,25,30,6.0,500.0,25.0,42.18821506557505,Groundnut,Chilated Micronutrient,11
110,45,40,6.5,1300.0,25.0,80.6236475172995,Rice,Urea,2
80,45,60,6.0,500.0,15.0,54.949625044747066,Wheat,Urea,2
16,71,24,4.946369874,139.6483317,18.33124824,38.40975482,PigeonPeas,SSP,1
70,50,40,6.5,600.0,20.0,51.19353915255376,Wheat,Urea,2
145,65,50,7.0,500.0,20.0,53.082656471837936,Maize,SSP,1
130,75,60,6.0,700.0,30.0,44.581050044158204,Maize,SSP,1
135,80,50,7.5,600.0,25.0,42.47041558984216,Maize,Urea,2
37,135,205,5.510924849,74.10225057,11.82768186,80.2827185,Grapes,DAP,0
50,30,25,6.0,400.0,20.0,80.99563778454865,Soybean,20:20:20 NPK,15
130,65,40,6.0,600.0,20.0,65.34087824957541,Maize,SSP,1
65,40,55,7.5,1000.0,25.0,63.33975842554884,Wheat,19:19:19 NPK,6
95,40,45,6.5,1500.0,35.0,37.25830961375797,Rice,50:26:26 NPK,16
100,52,19,7.903528673,93.50153555,23.45969093,82.44777468,Cotton,Urea,2
150,60,65,7.5,800.0,25.0,56.13986013935122,Cotton,Magnesium Sulphate,5
6,30,40,6.36137446,106.9659201,22.77035608,91.45498527,Pomegranate,SSP,1
35,66,81,6.138243973,85.24819851,19.37101121,15.77458129,ChickPea,Urea,2
75,56,44,6.109478059,168.0432282,25.2746335,73.7459581,Jute,Urea,2
100,70,55,7.5,600.0,20.0,58.01007121581277,Wheat,Urea,2
65,55,40,6.5,800.0,15.0,54.90101084399092,Wheat,Urea,2
100,40,60,6.0,700.0,25.0,42.11037663144105,Wheat,Urea,2
135,60,130,6.5,1000.0,30.0,64.90748848248009,Sugarcane,MOP,3
30,15,25,6.5,900.0,25.0,66.25732602582106,Rice,Urea,2
150,60,45,5.5,600.0,30.0,55.388838824427374,Maize,SSP,1
145,75,140,6.5,1000.0,30.0,64.31663201257182,Sugarcane,MOP,3
31,58,15,7.121571293,51.52617423,27.11026483,84.96771717,MungBean,Chilated Micronutrient,11
60,44,23,5.722579819,76.72860067,24.7947077,70.04556743,Maize,Urea,2
120,60,65,7.5,800.0,25.0,64.10994132502134,Cotton,Magnesium Sulphate,5
50,55,40,6.5,1000.0,25.0,72.64901238455434,Turmeric,White Potash,19
99,41,36,6.738652179,182.5616319,24.45802087,82.74835604,Rice,Urea,2
6,63,23,5.906596905,160.3337447,26.01630259,49.94704718,PigeonPeas,Chilated Micronutrient,11
75,50,40,6.5,600.0,20.0,77.79449725939234,Wheat,Urea,2
130,75,100,6.5,700.0,30.0,79.87921494553711,Sugarcane,Urea,2
100,45,50,7.0,1000.0,25.0,65.67299890349123,Rice,50:26:26 NPK,16
125,60,45,5.5,600.0,30.0,53.355131870563596,Maize,SSP,1
105,65,40,6.5,800.0,15.0,65.6772991291043,Wheat,19:19:19 NPK,6
82,75,55,6.281069505,92.15524332,27.34585147,78.4873835,Banana,19:19:19 NPK,6
35,128,205,6.041053829,107.8737015,21.07273439,93.56585985,Apple,Urea,2
118,31,34,6.123796057,181.4170812,27.54823036,62.88179198,Coffee,Urea,2
140,70,40,6.5,600.0,30.0,51.21486209727256,Maize,MOP,3
110,60,65,8.5,600.0,10.0,71.95563819588952,Cotton,DAP,0
100,50,50,7.0,1200.0,35.0,51.28856190247735,Rice,Urea,2
100,50,40,6.5,700.0,15.0,75.56103780332509,Wheat,19:19:19 NPK,6
80,40,55,7.5,600.0,30.0,82.1071560894499,Wheat,Urea,2
60,35,30,7.5,600.0,35.0,35.8747842033397,Jowar,Urea,2
45,35,25,7.0,400.0,25.0,81.09405946960199,Jowar,10:26:26 NPK,4
75,55,100,7.0,1400.0,20.0,52.71889694870794,Sugarcane,DAP,0
5,55,18,7.322097972,126.6738117,33.50876355,45.70976142,PigeonPeas,Chilated Micronutrient,11
80,60,110,7.5,1200.0,30.0,47.19090557677392,Sugarcane,Urea,2
11,74,17,6.633864582,46.6352865,21.36383757,69.92375891,Lentil,Chilated Micronutrient,11
70,60,55,6.0,700.0,25.0,71.28802667621217,Wheat,Urea,2
16,65,19,7.043160241,42.72374404,27.61204997,69.29786244,Lentil,SSP,1
100,55,55,7.5,900.0,30.0,61.6649352583558,Cotton,13:32:26 NPK,18
14,140,197,6.071255131,113.0381382,23.35225078,90.90054697,Apple,Ferrous Sulphate,8
140,70,45,7.0,600.0,25.0,70.31312757177585,Maize,SSP,1
1,27,36,5.684995235,104.991282,23.98598756,93.34236582,Pomegranate,Urea,2
145,70,130,7.0,900.0,30.0,46.53860024224924,Sugarcane,Urea,2
150,65,140,7.5,1500.0,35.0,39.081779795308535,Sugarcane,DAP,0
17,136,195,6.389783283,65.90227462,41.20733624,81.61051026,Grapes,DAP,0
145,65,70,7.0,1000.0,30.0,78.83332668665585,Sugarcane,DAP,0
113,30,50,6.277484043,43.87712348,26.03967219,83.9862443,Watermelon,Magnesium Sulphate,5
